epoch,train_loss,val_loss,lr
0.21,0.21220988739281893,0.11386046634387162,0.0001
0.43,0.1393891230551526,0.06958568192450172,0.0001
0.64,0.11043536312878131,0.06343679804102344,0.0001
0.85,0.09794252905761823,0.06049661714804627,0.0001
1.0,0.08905336663043455,0.0598202804261345,0.0001
1.21,0.05101194081362337,0.06083718164808164,0.0001
1.43,0.047765403548255564,0.05766663746119051,0.0001
1.64,0.046635422653829056,0.057486012846357744,0.0001
1.85,0.049214433399029076,0.05966402051212676,0.0001
2.0,0.046967677172698806,0.0579894890187908,0.0001
2.21,0.04876814316958189,0.056976067565255244,0.0001
2.43,0.04452664488460869,0.05774518112667789,0.0001
2.64,0.043597463998012245,0.05632478206307959,0.0001
2.85,0.046334032596787436,0.05949894664809108,0.0001
3.0,0.04436511522369696,0.05932191513889169,0.0001
3.21,0.04738684222800657,0.05583023797262902,0.0001
3.43,0.042920482906047254,0.061306652178893146,0.0001
3.64,0.041961560097212594,0.055538261561828145,0.0001
3.85,0.04450363936484791,0.06365050689585633,0.0001
4.0,0.04262212077662619,0.0605475887798278,0.0001
4.21,0.04591018694452941,0.05765019560043337,0.0001
4.43,0.04140578889171593,0.058677116870659136,0.0001
4.64,0.040455317596594494,0.05590824304953596,0.0001
4.85,0.042964658527635036,0.0646121016016893,0.0001
5.0,0.04118428447928872,0.060112978043666075,0.0001
5.21,0.044217227350454774,0.05748075122897655,5e-05
5.43,0.03975035948795266,0.05845367428215252,5e-05
5.64,0.03871281730049911,0.057065987781921436,5e-05
5.85,0.040774726362142244,0.0622520063435501,5e-05
6.0,0.03913717263918907,0.05859703251350103,5e-05
6.21,0.042228997226338834,0.058868927679861245,5e-05
6.43,0.03806088431330863,0.05987379207449444,5e-05
6.64,0.03704392945199894,0.05772637487073445,5e-05
6.85,0.0390900375743513,0.06491107816839496,5e-05
7.0,0.03758882231172472,0.0587756930203256,5e-05
